GENERIC_NAME,standardized_smiles
Razuprotafib,COC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(NS(=O)(=O)O)cc1)c1csc(-c2cccs2)n1
Mobocertinib,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
Terevalefim,C(=C/c1cccs1)\c1cc[nH]n1
Sibofimloc,CC(=O)N1CCC2(CC1)c1cc(C#C[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)ccc1-c1ccc(C#C[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc12
Isoquercitrin,O=c1c(O[C@@H]2O[C@H]([C@H](O)CO)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
Carvacrol,Cc1ccc(C(C)C)cc1O
Subasumstat,Cc1sc(C(=O)c2cncnc2N[C@@H]2C[C@H](COS(N)(=O)=O)[C@@H](O)C2)cc1[C@@H]1NCCc2ccc(Cl)cc21
Azvudine,[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@@H](F)[C@@H]1O
Zotatifin,COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2
Sulfur dioxide,O=S=O
Ethyl methoxycinnamate,CCOC(=O)/C=C/c1ccc(OC)cc1
Vafidemstat,Nc1nnc(CN[C@@H]2C[C@H]2c2ccc(OCc3ccccc3)cc2)o1
Thymoquinone,CC1=CC(=O)C(C(C)C)=CC1=O
Ezurpimtrostat,CC(C)(C)NC1CCN(c2cc(NCc3ccc(Cl)cc3)nc3ccccc23)CC1
Pam2csk4,CCCCCCCCCCCCCCCC(=O)OCC(CSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O)OC(=O)CCCCCCCCCCCCCCC
Oleic monoethanolamide,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO
PF-07304814,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COP(=O)(O)O)cc12
Ethyl piperidinoacetylaminobenzoate,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1
Benzoyloxymethylthiamine,CC(=C(CCO)SCOC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N
Furvina,O=[N+]([O-])/C(Br)=C/c1ccc(Br)o1
Zirconium dioxide,O=[Zr]=O
Ethyl nitrite,CCON=O
Tetramisole,c1ccc(C2CN3CCSC3=N2)cc1
Furaltadone,O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1
Afimetoran,Cc1c(-c2[nH]c3ccc(C4CCN(CC(N)=O)CC4)cc3c2C(C)C)cn2ncnc2c1C
Molybdate Mo-99,O=[99Mo](=O)(O)O
Lithium chloride,[Li]Cl
Methopterin,CN(Cc1cnc2nc(N)[nH]c(=O)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
Lactobionic acid,O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
Dectaflur,CCCCCCCC/C=C\CCCCCCCCN
Amidephrine,CNCC(O)c1cccc(NS(C)(=O)=O)c1
Thallous chloride Tl-201,Cl[201Tl]
Prasterone enantate,CCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1
Melphalan flufenamide,CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1
Fosdenopterin,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2
Serdexmethylphenidate,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)O)c1
"1,3-Bis((1-methylethyl)amino)propan-2-ol",CC(C)NCC(O)CNC(C)C
Caprylhydroxamic acid,CCCCCCCC(=O)NO
Glyceryl laurate,CCCCCCCCCCCC(=O)OCC(O)CO
KW-2450 free base,Cc1ccsc1C(=O)Nc1cc(CN2CCN(C(=O)CO)CC2)ccc1/C=C/c1n[nH]c2ccccc12
Almonertinib,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
Deucravacitinib,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC
Avotaciclib,Nc1nccc(-c2ccc(O)c(-c3ccnc(N)n3)n2)n1
Zotiraciclib,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1
Vecabrutinib,NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O
Izencitinib,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1
Foslevodopa,N[C@@H](Cc1ccc(OP(=O)(O)O)c(O)c1)C(=O)O
Reltecimod,CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@@H](C)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)O)C(C)C
Reproxalap,CC(C)(O)c1nc2ccc(Cl)cc2cc1N
Tegoprazan,Cc1nc2cc(C(=O)N(C)C)cc(O[C@H]3CCOc4cc(F)cc(F)c43)c2[nH]1
Nirmatrelvir,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C
Runcaciguat,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F
Famprofazone,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
Belumosudil,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1
Durlobactam,CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O
Gavorestat,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2cscc12
Rimtuzalcap,Cc1ccn(-c2nc(NC3CCC(F)(F)CC3)cc(N3CCOCC3)n2)n1
STG-001,O=C(O)CCn1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1
PAT-1251,NCc1cc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)nc(C(F)(F)F)c1
MM3122,CC(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)c1nc2ccccc2s1
MK-886,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1
Bortezomib D-mannitol,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1
PXT 3003,CCOC(=O)c1cnc(NC2CCCCC2)c(NCc2ccccc2)c1
TPMPA,CP(=O)(O)C1=CCNCC1
Ivarmacitinib,COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1
BAY-876,Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1
Fasentin,CC(=O)CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
Lavendustin b,O=C(O)c1cc(N(Cc2ccccc2O)Cc2ccccc2O)ccc1O
STF-31,CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1
Tyrphostin B44,C[C@@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1
Tyrphostin AG 835,C[C@H](N=C(O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1
WZB-117,O=C(Oc1cccc(F)c1OC(=O)c1cccc(O)c1)c1cccc(O)c1
3-O-Methyl-d-glucose,CO[C@@H]([C@H](O)[C@H](O)CO)[C@@H](O)C=O
Cytochalasin B,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O
Isorhamnetin,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O
Lavendustin A,O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O
"Methyl 2,5-dihydroxycinnamate",COC(=O)/C=C/c1cc(O)ccc1O
Morin,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
Phlorizin,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
Rhamnetin,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1
Tyrphostin AG 555,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
Tyrphostin B48,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1
Tyrphostin B56,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1
Tyrphostin AG 879,CC(C)(C)c1cc(/C=C(\C#N)C(=N)S)cc(C(C)(C)C)c1O
Lutetium Lu-177 vipivotide tetraxetan,O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H]1CC[C@H](CNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)CC1)C(=O)O)C(=O)O
S-49076,O=C1Nc2ccc(CN3C(=O)CSC3=O)cc2/C1=C/c1cc(CN2CCOCC2)c[nH]1
AZD-5069,C[C@@H](Oc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO
Vebreltinib,Cn1cc2cc(C(F)(F)c3nnc4ccc(-c5cnn(C6CC6)c5)nn34)c(F)cc2n1
Cepharanthine,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C
Itanapraced,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1
Repotrectinib,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1
Triethyl citrate,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
MK-2206,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
Abscisic Acid,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O
Paeonol,COc1ccc(C(C)=O)c(O)c1
Cinchonidine,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12
Fadrozole,N#Cc1ccc(C2CCCc3cncn32)cc1
Adenosine disphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
AZD-7648,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C
GLPG-1837,CC1(C)Cc2c(sc(NC(=O)c3cc[nH]n3)c2C(N)=O)C(C)(C)O1
Vitexin,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12
Azasetron,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21
BLZ-945,CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1
Raffinose,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
Tebipenem pivoxil,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12
Tolimidone,Cc1cccc(Oc2cnc(=O)[nH]c2)c1
Hippuric acid,O=C(O)CNC(=O)c1ccccc1
ODM-203,Cn1cc(-c2ccc3c(c2)ncn3-c2cc(NS(=O)(=O)C3CC3)cc(-c3ccc(F)cc3F)c2)cn1
BMS-833923,CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1
Roblitinib,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N
Pidnarulex,Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1
Olprinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1
ORY-1001,NC1CCC(CN[C@@H]2C[C@H]2c2ccccc2)CC1
Mivavotinib,Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1
Tosufloxacin,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1
Bentamapimod,N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1
Remibrutinib,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C
Caryophyllene,C=C1CC/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C
Tyrosol,OCCc1ccc(O)cc1
Undecanoic acid,CCCCCCCCCCC(=O)O
Pyrrolidine,C1CCNC1
Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
Benzyl isothiocyanate,S=C=NCc1ccccc1
Azodicarbonamide,NC(=O)/N=N/C(N)=O
Indigo,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21
Chlorocresol,Cc1cc(O)ccc1Cl
Rosmarinic acid,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O
Maltitol,OC[C@@H](O)[C@@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO
Acesulfame,CC1=CC(=O)NS(=O)(=O)O1
Setanaxib,CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1
Isosteviol,C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)O)(CC1=O)C2
Hematoxylin,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2
L-Arabinose,O=C[C@H](O)[C@@H](O)[C@@H](O)CO
CB-5083,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2
GSK-2982772,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21
SRA-737,N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1
Ampiroxicam,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21
FDL169,CCOc1ccc2c(-c3cccc(F)c3)nn(CC(=O)N(C)c3ccc4nc(C)oc4c3)c(=O)c2c1
AMG-319,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1
Arctigenin,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc(OC)c(OC)c2)ccc1O
E-52862,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1
Stevioside,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3
JNJ-38877618,FC(F)(c1ccc2ncccc2c1)c1nnc2ccc(-c3ccncc3)nn12
Isonicotinic acid,O=C(O)c1ccncc1
Eupatilin,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC
Tanshinone I,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12
Ibuprofen piconol,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
GSK-2881078,C[C@H](CS(C)(=O)=O)n1ccc2c(C(F)(F)F)c(C#N)ccc21
Olanexidine,CCCCCCCCNC(=N)NC(=N)NCc1ccc(Cl)c(Cl)c1
Betulin,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
ENMD-981693,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1
Sinomenine,COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O
S-38093,NC(=O)c1ccc(OCCCN2CC3CCCC3C2)cc1
INCB-054329,Cc1noc(C)c1-c1ccc2[nH]c(=O)n3c2c1OC[C@@H]3c1ccccn1
GSK-2879552,O=C(O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1
NS-8593,c1ccc2c(c1)CCC[C@H]2Nc1nc2ccccc2[nH]1
NS13001,Cc1cc(C)n(-c2nc(Nc3ccc(Cl)cc3)c3ncn(C)c3n2)n1
Bocidelpar,Cc1cnc(-c2ccc(C(F)(F)F)cc2)n1Cc1ccccc1OCCC[C@@H](C)CC(=O)O
Flindokalner,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21
TIK-301,COc1cc2c([C@@H](C)CNC(C)=O)c[nH]c2cc1Cl
AF-710B,CC1SC2(CCN(C)CC2)CN1C(=O)CCc1c[nH]c2ccccc12
Ioflupane F-18,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCC[18F]
S-Apomorphine,CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3
Sarsagenin,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
Glycerol Tribenzoate,O=C(OCC(COC(=O)c1ccccc1)OC(=O)c1ccccc1)c1ccccc1
ASC-JM-17,COc1ccc(/C=C/C(=O)C(CC2CCC2)C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC
Icerguastat,N=C(N)N/N=C/c1ccccc1Cl
EHP-102,CCCCCC1=C(NCC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(O)C1=O
20-Hydroxyecdysone,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C
F-15599,Cc1cnc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1
Valiloxibic acid,CC(C)[C@H](N)C(=O)OCCCC(=O)O
D-157495,Nc1nc(N)c2c(OCC3CCN(Cc4c(Cl)cccc4Cl)CC3)cccc2n1
TAK-418 free base,O=C(NC1CCOCC1)c1csc([C@@H]2C[C@H]2NCC2CC2)c1
Ilepcimide,O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
STX-107,Cc1nc(C#Cc2ccc(-c3cc(F)cc(C#N)c3)nc2)cs1
ARM-210,COc1ccc2c(c1)CN(Cc1ccc(C(=O)O)cc1)CCS2
CDD-0102,CCc1noc(C2CN=CNC2)n1
Propofol Hemisuccinate,CC(C)c1cccc(C(C)C)c1OC(=O)CCC(=O)O
Ganglioside GM1,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCC
Deulinoleate ethyl,[2H]C([2H])(/C=C\CCCCC)/C=C\CCCCCCCC(=O)OCC
BN-82451,CC(C)(C)c1cc(-c2csc(CN)n2)cc(C(C)(C)C)c1O
NB-124 sulfate,C[C@H](N)[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H]([C@@H](C)O)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O)[C@@H]1O
NT 13,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)O
Ezeprogind,CC(C)CN(CCCN1CCN(CCCNc2nc3ccccc3[nH]2)CC1)CC(C)C
RG-2833,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1
L-Acetylleucine,CC(=O)N[C@@H](CC(C)C)C(=O)O
N-T-Butylhydroxylamine,CC(C)(C)NO
Leupeptin,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N
Danavorexton,COC(=O)N1CCC[C@H](NS(C)(=O)=O)[C@@H]1CO[C@H]1CC[C@@H](c2ccccc2)CC1
Copper(II) dithiosemicarbazone,CN/C(S)=N/N=C(C)/C(C)=N/N=C(\S)NC
PBT-434,CCNCc1nc2c(O)c(Cl)cc(Cl)c2c(=O)n1C
Phosphopantothenic acid,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)O
Enadoline,CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
SRX-246,C[C@@H](NC(=O)[C@@H](CC(=O)N1CCC(N2CCCCC2)CC1)N1C(=O)[C@@H](N2C(=O)OC[C@@H]2c2ccccc2)[C@H]1/C=C/c1ccccc1)c1ccccc1
Soticlestat,O=C(c1cccnc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1
NP-51,N=C(NOCC(O)CN1CCCCC1)c1cccnc1
MRK-003,O=S1(=O)N[C@@]2(CN1CC(F)(F)F)[C@@H]1CC[C@H]2Cc2ccc(/C=C/CN3CCC(C(F)(F)F)CC3)cc2C1
MK-4541,CN1C(=O)C=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](N=C(O)OCC(F)(F)F)CC[C@H]4[C@@H]3CC[C@@H]12
AZD-5153,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12
PBR-06 F-18,COc1ccc(OC)c(CN(C(=O)C[18F])c2ccccc2Oc2ccccc2)c1
JQ1,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2
Arachidonyltrifluoromethane,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)C(F)(F)F
ABT-737,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
Chelerythrine,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC
Diphenyleneiodonium,c1ccc2c(c1)[I+]c1ccccc1-2
Ellipticine,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12
GBR-12783,C(=C/c1ccccc1)\CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1
GBR-12879,Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1
Go-6976,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O
GSK-269962A,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21
Homidium,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21
Indatraline,CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
JTC-801 free base,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1
Dacinostat,O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO
LY-2183240,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1
N-oleoyldopamine,CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(O)c(O)c1
NNC-55-0396 free base,CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1
NSC-663284,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21
Nutlin-3,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1
PD-169316,O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
PD-173952,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2c[nH]c(=Nc3ccc(N4CCOCC4)cc3)nc21
PD-98059,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N
PHA-767491,OC1=NCCc2[nH]c(-c3ccncc3)cc21
Phenylmercuric acetate,CC(=O)O[Hg]c1ccccc1
Phorbol 12-myristate 13-acetate diester,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O
PI-103,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1
PIK-75,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12
Plumbagin,CC1=CC(=O)c2c(O)cccc2C1=O
Pristimerin,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1
